name,affiliation,lettergroup,inferredgender,inferredethnicity,inferredisurm,highered,institution,research,country,role,security,field,simplefield
shawn rafalski,fairfield university,B Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
dominique haughton,bentley university,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
antonino travia,university of south florida,B Only,man,NA,NA,highered,domesticr1,moreri,NA,undergrad,lesssecure,math,mathstat
dan abramovich,brown university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
hans wenzl,university of california san diego,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
max lipton,cornell university,B Only,woman,NA,NA,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
dobrinka chiekova,college of new jersey,B Only,woman,white,noturm,highered,domesticother,lessri,NA,ntt,lesssecure,other,other
vladimir kontorovich,haverford college,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,other,other
timothy riley,cornell university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
nicholas owad,colby college,B Only,man,white,noturm,highered,domesticother,lessri,NA,ntt,lesssecure,math,mathstat
amanda young,tu munich,B Only,woman,white,noturm,highered,international,moreri,germany,ntt,lesssecure,math,mathstat
stephen bigelow,university of california santa barbara,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
henry tucker,university of california riverside,B Only,man,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
charles delman,eastern illinois university,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
eric brussel,cal poly san luis obispo,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
krishnamurthy iyer,university of minnesota,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,associate,moresecure,other,other
taylor belcher,sc governors school for science and mathematics,B Only,man,white,noturm,highered,domesticother,lessri,NA,ntt,lesssecure,math,mathstat
ramya kumar,university of minnesota,B Only,woman,asian,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,other,other
carlos kenig,university of chicago,B and C,man,latinx,urm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
eduardo cattani,university of massachusetts amherst,B Only,man,NA,NA,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
david cimasoni,university of geneva,B Only,man,white,noturm,highered,international,moreri,switzerland,associate,moresecure,math,mathstat
george e andrews,pennsylvania state university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
thomas f hayes,NA,B Only,man,white,noturm,NA,NA,NA,NA,NA,NA,NA,NA
henry ricardo,city university of new york,B Only,man,white,noturm,highered,domesticother,lessri,NA,retired,moresecure,math,mathstat
alexander nabutovsky,university of toronto,B and C,man,white,noturm,highered,international,moreri,canada,professor,moresecure,math,mathstat
svetlana katok,pennsylvania state university,B and C,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
richard arratia,university of southern california,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
ilya gruzberg,ohio state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,other,other
anna dobritsa,ohio state university,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,other,other
alexander kirillov jr,stony brook university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
philip l bowers,florida state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
donald m davis,lehigh university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,math,mathstat
chaim goodman strauss,university of arkansas,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
dror bar natan,university of toronto,B Only,man,white,noturm,highered,international,moreri,canada,professor,moresecure,math,mathstat
duncan mccoy,universite de quebec a montreal,B Only,man,white,noturm,highered,international,moreri,canada,professor,moresecure,math,mathstat
maksym radziwill,california institute of technology,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
deepak kamlesh,university of oxford,B Only,man,asian,noturm,highered,international,moreri,united kingdom,grad,lesssecure,math,mathstat
james lin,NA,B Only,man,asian,noturm,NA,NA,NA,NA,NA,NA,math,mathstat
gunnar carlsson,stanford university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
jonathan graehl,sdl international,B Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
josh greene,boston college,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
satyan devadoss,university of san diego,B Only,man,asian,noturm,highered,domesticr2,lessri,NA,professor,moresecure,math,mathstat
hyungryul baik,kaist,B Only,man,asian,noturm,highered,international,moreri,south korea,assistant,lesssecure,math,mathstat
pavel bacherikov,university of california berkeley,B Only,man,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,other,other
mark hughes,brigham young university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,assistant,lesssecure,math,mathstat
alexander soshnikov,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
yakov eliashberg,stanford university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
elena fuchs,university of california davis,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
brian white,stanford university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
wendy sandler,university of haifa,B Only,woman,white,noturm,highered,international,moreri,NA,professor,moresecure,other,other
ko honda,university of california los angeles,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
eric m friedlander,university of southern california,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
dmitry kleinbock,brandeis university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
angelo vistoli,scuola normale superiore,B Only,man,white,noturm,highered,international,moreri,italy,professor,moresecure,math,mathstat
dmitry gourevitch,weizmann institute of science,B Only,man,middleeast,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
b schaum,university of south florida,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
lawrence c evans,university of california berkeley,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
scott taylor,colby college,B Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
thomas strohmer,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
daryl cooper,university of california santa barbara,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
michael schein,bar ilan university,B Only,man,white,noturm,highered,international,moreri,israel,associate,moresecure,math,mathstat
dan lynch,williams college,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,other,other
charles livingston,indiana university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
john baldwin,boston college,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
susan g williams,university of south alabama,B Only,woman,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,other,other
daniel silver,university of south alabama,B Only,man,white,noturm,highered,domesticr2,lessri,NA,retired,moresecure,math,mathstat
kasso a okoudjou,university of maryland,B Only,man,black,urm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
harald helfgott,university of goettingen,B Only,man,latinx,urm,highered,international,moreri,NA,professor,moresecure,math,mathstat
william w menasco,university at buffalo,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
patrick gilmer,louisiana state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
howard skogman,suny brockport,B Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
robert busch,university at buffalo,B Only,man,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
alex zupan,university of nebraska,B Only,man,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
mark r woodard,furman university,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
yi wang,suny buffalo,B Only,woman,asian,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
david hemmer,michigan technological university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,math,mathstat
richard a litherland,louisiana state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
mark s gockenbach,michigan technological university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,math,mathstat
ben mccarty,university of memphis,B Only,man,white,noturm,highered,domesticr2,lessri,NA,associate,moresecure,mathed,mathed
fyodor malikov,university of southern california,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
andrei caldararu,university of wisconsin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
scott baldridge,louisiana state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
dusa mcduff,barnard college,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
steven h weintraub,lehigh university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,math,mathstat
william dunbar,bard college at simons rock,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
joshua howie,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
john ratcliffe,vanderbilt university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
joel foisy,suny potsdam,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
blair f madore,suny potsdam,B Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
peter ozsvath,princeton university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
benjamin mann,NA,B Only,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gershon sageev,university at buffalo,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
victor ostrik,university of oregon,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
michael mihalik,vanderbilt university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
robert guy,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
jesus a de loera,university of california davis,B Only,man,latinx,urm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
mark brittenham,university of nebraska,B Only,man,NA,NA,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
david hoffman,stanford university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
katie c christensen,furman university,B Only,woman,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
erik carlsson,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
laura j person,suny potsdam,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
adam sikora,suny buffalo,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
john drew,williams liberty,B Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
leonid bunimovich,georgia institute of technology,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
dmitry shemetov,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
christina jeffrey,NA,B Only,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bill browder,princeton university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
kannan soundararajan,stanford university,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
akshay venkatesh,institute for advanced study,B Only,man,asian,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
david mumford,harvard university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
alexander berkovich,university of florida,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
alexander beilinson,university of chicago,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
carl c cowen,indiana u purdue u indianapolis,B Only,man,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,math,mathstat
molly dunkum,western kentucky university,B Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
william johnston,butler university,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
john p d'angelo,university of illinois,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
casey perin,university of california irvine,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,other,other
adam buskirk,north dakota state university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,grad,lesssecure,math,mathstat
donatella danielli,purdue university,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
rebecca wahl,butler university,B Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
kevin walker,NA,B Only,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
justin clarke,ottawa university,B Only,man,white,noturm,highered,international,moreri,canada,assistant,lesssecure,other,other
michael bramley,NA,B Only,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
linda keen,city university of new york,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
victor ginzburg,university of chicago,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
michael finkelberg,national research university higher school of economics,B Only,man,white,noturm,highered,international,moreri,russia,professor,moresecure,math,mathstat
roger l albin,university of michigan,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,other,other
john hunter,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
paul humphreys,university of virginia,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,other,other
jessica banks,university of liverpool,B Only,woman,white,noturm,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat
mikhail shifman,university of minnesota,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,other,other
lee rudolph,clark university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,math,mathstat
james henle,smith college,B Only,man,white,noturm,highered,domesticother,lessri,NA,retired,moresecure,math,mathstat
peter doyle,dartmouth college,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
john cullinan,bard college,B Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
ilya kofman,city university of new york,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
bena tshishiku,brown university,B Only,man,black,urm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
joan birman,barnard college,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
michael henle,oberlin college,B Only,man,white,noturm,highered,domesticother,lessri,NA,retired,moresecure,math,mathstat
nicholas kuhn,university of virginia,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
michael olinick,middlebury college,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
john carlsson,university of southern california,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,other,other
vera serganova,university of california berkeley,B and C,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
patrice koehl,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,comp,other
julien murzi,university of salzburg,B Only,man,white,noturm,highered,international,moreri,austria,assistant,lesssecure,other,other
alan reid,rice university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
valentin ovsienko,cnrs,B Only,man,white,noturm,highered,international,moreri,france,professor,moresecure,math,mathstat
bronislaw wajnryb,rzeszow university of technology,B Only,man,white,noturm,highered,international,moreri,poland,professor,moresecure,math,mathstat
max gurevich,technion israel institute of technology,B Only,man,white,noturm,highered,international,moreri,israel,assistant,lesssecure,math,mathstat
michael khanevsky,technion israel institute of technology,B Only,man,white,noturm,highered,international,moreri,israel,assistant,lesssecure,math,mathstat
uri shapira,technion israel institute of technology,B Only,man,NA,NA,highered,international,moreri,israel,associate,moresecure,math,mathstat
abhishek saha,queen mary university of london,B Only,man,asian,noturm,highered,international,moreri,NA,professor,moresecure,math,mathstat
ross g pinsky,technion israel institute of technology,B Only,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
zvi ziegler,technion israel institute of technology,B Only,man,NA,NA,highered,international,moreri,israel,retired,moresecure,math,mathstat
peter schumer,middlebury college,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
david r dorman,middlebury college,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
shmuel weinberger,university of chicago,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
gershon wolansky,technion israel institute of technology,B Only,man,middleeast,noturm,highered,international,moreri,israel,NA,NA,math,mathstat
leonid potyagailo,university of lille,B and C,man,white,noturm,highered,international,moreri,france,NA,NA,math,mathstat
gerald dworkin,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,other,other
effie kalfagianni,michigan state university,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
arkady berenstein,university of oregon,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
jack sonn,technion israel institute of technology,B Only,man,white,noturm,highered,international,moreri,israel,retired,moresecure,math,mathstat
jacob greenstein,university of california riverside,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
howard masur,university of chicago,B and C,man,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
peter winkler,dartmouth college,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
jeff witmer,oberlin college,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
jack calcut,oberlin college,B Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
artem zvavitch,kent state university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,math,mathstat
yuri bazlov,university of manchester,B Only,man,white,noturm,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat
daoud bshouty,technion israel institute of technology,B Only,man,middleeast,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
anton zeitlin,louisiana state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
frank swenton,middlebury college,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
michael mills,loyola marymount university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,associate,moresecure,other,other
david joyce,clark university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,math,mathstat
sally cockburn,hamilton college,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
yehuda pinchover,technion israel institute of technology,B Only,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
steve kerckhoff,stanford university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
yoav moriah,technion israel institute of technology,B Only,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
morwen thistlethwaite,university of tennessee,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
richard schwartz,brown university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
tao li,boston college,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
alexander ioffe,technion israel institute of technology,B Only,man,white,noturm,highered,international,moreri,israel,retired,moresecure,math,mathstat
michael biro,university of connecticut,B Only,man,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
thomas kindred,university of nebraska,B Only,man,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
terence tao,university of california los angeles,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
kenneth c millett,university of california santa barbara,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
andre neves,university of chicago,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
ina petkova,dartmouth college,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
michel l lapidus,university of california riverside,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
robert l devaney,boston university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
ravi vakil,stanford university,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
carl pomerance,dartmouth college,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
benjamin linowitz,oberlin college,B Only,man,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
yehuda john levy,university of glasgow,B Only,man,white,noturm,highered,international,moreri,NA,assistant,lesssecure,other,other
vladimir retakh,rutgers university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
uwe kaiser,boise state university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,associate,moresecure,math,mathstat
raffaele marcovecchio,universita di pisa,B Only,man,white,noturm,highered,international,moreri,italy,NA,NA,math,mathstat
konstantin khanin,university of toronto,B Only,man,white,noturm,highered,international,moreri,NA,professor,moresecure,math,mathstat
j david velleman,new york university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,other,other
alexander kleshchev,university of oregon,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
christopher j leininger,university of illinois,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
charles reichhardt,los alamos national laboratory,B Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
brigitte servatius,worcester polytechnic institute,B Only,woman,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,math,mathstat
vladimir chernov,dartmouth college,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
ilia binder,university of toronto,B Only,man,white,noturm,highered,international,moreri,canada,professor,moresecure,math,mathstat
george pappas,michigan state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
hugh howards,wake forest university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,math,mathstat
ruben a martinez avendano,instituto tecnologico autonomo de mexico,B Only,man,latinx,urm,highered,international,moreri,mexico,professor,moresecure,math,mathstat
richard bedient,hamilton college,B Only,man,white,noturm,highered,domesticother,lessri,NA,retired,moresecure,math,mathstat
shelly harvey,rice university,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
alina stancu,concordia university,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
michael yampolsky,university of toronto,B Only,man,white,noturm,highered,international,moreri,canada,professor,moresecure,math,mathstat
octav cornea,university of montreal,B Only,man,white,noturm,highered,international,moreri,canada,professor,moresecure,math,mathstat
michael falk,northern arizona university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,math,mathstat
andrew dykstra,hamilton college,B Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
robert redfield,centers for disease control and prevention,B Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
alex eskin,university of chicago,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
jeffrey stuart,pacific lutheran university,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
paul melvin,bryn mawr college,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
vladimir dotsenko,university of strasbourg,B Only,man,white,noturm,highered,international,moreri,france,professor,moresecure,math,mathstat
susan friedlander,university of southern california,B and C,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
victor turchin,kansas state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
elizabeth wilmer,oberlin college,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
niels groenbech jensen,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
ekaterina amerik,universite paris sud,B Only,woman,white,noturm,highered,international,moreri,france,professor,moresecure,math,mathstat
michael entov,technion israel institute of technology,B and C,man,middleeast,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
jenya soprunova,kent state university,B Only,woman,white,noturm,highered,domesticr2,lessri,NA,associate,moresecure,math,mathstat
james kierstead,victoria university of wellington,B Only,man,white,noturm,highered,international,moreri,new zealand,associate,moresecure,other,other
misha feigin,university of glasgow,B Only,man,white,noturm,highered,international,moreri,united kingdom,associate,moresecure,math,mathstat
ingrid irmer,southern university of science and technology,B Only,woman,white,noturm,highered,international,moreri,china,assistant,lesssecure,math,mathstat
david gurcay morris,williams college,B Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,other,other
ezra getzler,northwestern university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
martin frankland,university of regina,B Only,man,white,noturm,highered,international,moreri,canada,assistant,lesssecure,math,mathstat
heide gluesing luerssen,university of kentucky,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
kenneth price,university of wisconsin oshkosh,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
claus ernst,western kentucky university,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
julie tannenbaum,pomona college,B Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,other,other
jennifer beineke,western new england university,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
albert schwarz,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
michael levitin,university of reading,B Only,man,white,noturm,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat
vladimir zbarsky,NA,B Only,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ivan cheltsov,university of edinburgh,B Only,man,white,noturm,highered,international,moreri,NA,professor,moresecure,math,mathstat
ina mette,american mathematical society,B Only,woman,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
michael cwikel,technion israel institute of technology,B Only,man,middleeast,noturm,highered,international,moreri,israel,retired,moresecure,math,mathstat
jared wunsch,northwestern university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
michael s waterman,university of southern california,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
ramin naimi,occidental college,B Only,man,middleeast,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
rafael de la llave,georgia institute of technology,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
patrick fitzsimmons,university of california san diego,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
